City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,coquimbo,-29.9533,-71.3436,20.27,73,19,2.56,CL,1711536792
277,sao vicente,-23.9631,-46.3919,24.97,78,100,3.13,BR,1711530724
278,horta,38.5333,-28.6333,14.8,71,75,14.4,PT,1711525589
279,saudarkrokur,65.7461,-19.6394,-2.83,76,8,2.02,IS,1711522243
280,pimenta bueno,-11.6725,-61.1936,27.35,91,84,2.56,BR,1711534130
281,cill airne,52.05,-9.5167,8.03,76,40,3.6,IE,1711520612
282,tyrnyauz,43.3828,42.9183,-1.03,83,83,3.02,RU,1711508319
283,ponta delgada,37.7333,-25.6667,15.4,72,75,14.92,PT,1711524896
284,speedway,39.8023,-86.2672,6.7,62,100,4.63,US,1711539376
285,new norfolk,-42.7826,147.0587,8.17,98,34,1.24,AU,1711570999
286,wladyslawowo,54.7909,18.4009,13.6,73,63,6.83,PL,1711513811
287,as suwayq,23.8494,57.4386,25.73,43,99,2.18,OM,1711505222
288,along,28.1667,94.7667,16.0,85,21,0.79,IN,1711496201
289,panaba,21.2833,-88.2667,30.41,65,50,5.5,MX,1711540207
290,monticello,45.3055,-93.7941,-2.79,68,0,5.66,US,1711541034
291,usogorsk,63.4106,48.6872,-13.52,99,100,1.27,RU,1711506074
292,boumagueur,35.5052,5.5525,14.73,42,67,6.52,DZ,1711517459
293,nam som,17.7704,102.1895,28.99,58,99,0.9,TH,1711580926
294,kapoeta,4.7717,33.5903,28.71,49,79,4.06,SS,1711511195
295,saint-francois,46.4154,3.9054,11.69,50,0,4.12,FR,1711517585
296,mantua,45.1667,10.7833,11.7,79,99,2.24,IT,1711515973
297,tatarsk,55.219,75.9828,0.27,99,100,2.5,RU,1711586242
298,aleg,17.0481,-13.9209,34.96,12,53,4.43,MR,1711522436
299,trinity beach,-16.7888,145.6968,26.94,94,40,3.09,AU,1711570940
300,vila velha,-20.3297,-40.2925,28.97,80,40,5.14,BR,1711529215
301,haiku-pauwela,20.9219,-156.3051,23.36,81,40,7.72,US,1711556531
302,sinabang,2.4803,96.3801,27.22,81,98,3.08,ID,1711582533
303,gobabis,-22.45,18.9667,18.04,75,94,5.72,,1711515015
304,kroya,-7.6331,109.2461,24.1,94,99,1.13,ID,1711579574
305,hammerfest,70.6634,23.6821,-3.75,68,0,4.12,NO,1711511334
306,obidos,-1.9175,-55.5181,32.39,56,18,3.05,BR,1711532654
307,porto novo,6.4965,2.6036,29.69,73,72,5.04,BJ,1711518608
308,yen bai,21.7,104.8667,22.99,91,100,0.18,VN,1711580222
309,minas de marcona,-15.2119,-75.1103,23.5,59,2,4.38,PE,1711537511
310,dakhla,23.6848,-15.958,19.01,59,100,7.72,EH,1711522827
311,al hazm,16.1641,44.7769,24.78,48,37,3.07,YE,1711508368
312,geneina,13.45,22.45,31.23,10,37,3.03,SD,1711513760
313,lyantor,61.6195,72.1555,-9.65,90,100,6.75,RU,1711500577
314,bodo,67.28,14.405,1.02,64,40,4.63,NO,1711513950
315,baruun-urt,46.6806,113.2792,-11.19,56,89,8.75,MN,1711577644
316,swift current,50.2834,-107.8014,-0.57,56,83,5.43,CA,1711544228
317,mirnyy,62.5353,113.9611,-27.11,100,99,1.19,RU,1711576705
318,genhe,50.7833,121.5167,-0.89,96,100,5.41,CN,1711575525
319,st ives,50.2086,-5.4875,6.18,81,40,11.83,GB,1711519713
320,quellon,-43.1167,-73.6167,15.52,64,19,2.61,CL,1711537541
321,sirte,31.2089,16.5887,18.97,65,21,10.58,LY,1711514895
322,keetmanshoop,-26.5833,18.1333,24.51,57,71,4.63,,1711515266
323,namsos,64.4662,11.4957,5.03,65,0,5.66,NO,1711514897
324,leava,-14.3,-178.1667,29.14,70,100,1.75,WF,1711648640
325,cooma,-36.2333,149.1333,11.57,84,72,0.76,AU,1711570386
326,muynoq,43.7683,59.0214,10.3,67,100,5.53,UZ,1711504449
327,papao,-17.75,-149.55,28.82,81,98,8.67,PF,1711555409
328,scottburgh,-30.2867,30.7532,22.47,92,51,4.06,ZA,1711512283
329,tukrah,32.5341,20.5791,22.47,36,48,1.87,LY,1711513914
330,karatau,43.1667,70.4667,13.26,88,25,3.12,KZ,1711501721
331,villa gesell,-37.2639,-56.973,26.7,55,75,2.02,AR,1711533446
332,douentza,14.9951,-2.9517,37.0,15,88,3.42,ML,1711519833
333,andergrove,-21.0833,149.1833,23.53,96,92,1.55,AU,1711570158
334,ghanzi,-21.5667,21.7833,23.62,56,90,3.74,BW,1711514329
335,kapa'a,22.0752,-159.319,22.99,88,75,8.75,US,1711557236
336,shalqar,47.8333,59.6,9.0,65,100,5.92,KZ,1711504194
337,weyburn,49.6668,-103.8511,-5.88,33,11,2.06,CA,1711543304
338,bria,6.5423,21.9863,28.86,45,54,2.26,CF,1711513957
339,vadso,70.0744,29.7487,-6.91,73,0,2.57,NO,1711509961
340,rio preto da eva,-2.6994,-59.6997,33.23,58,80,1.05,BR,1711533667
341,al buraymi,24.2509,55.7931,18.68,55,0,1.54,OM,1711505610
342,flin flon,54.7682,-101.865,-7.74,64,11,3.07,CA,1711542625
343,chachersk,52.9164,30.9179,5.95,69,66,4.95,BY,1711510890
344,ketchikan,55.3422,-131.6461,8.26,61,0,6.17,US,1711549733
345,urengoy,65.9667,78.3667,-25.97,100,32,1.85,RU,1711498765
346,novyy urgal,51.0736,132.5642,-9.24,96,92,1.43,RU,1711572866
347,san antonio de pale,-1.4014,5.6325,29.56,71,98,2.29,GQ,1711517975
348,buzdyak,54.5833,54.55,0.45,98,100,3.99,RU,1711505160
349,summerland,49.5998,-119.6691,7.27,61,100,6.17,CA,1711547097
350,opuwo,-18.0607,13.84,19.22,90,99,4.88,,1711516194
351,richards bay,-28.783,32.0377,21.48,86,2,1.39,ZA,1711511955
352,port alberni,49.2413,-124.8028,7.91,95,100,1.34,CA,1711548340
353,port macquarie,-31.4333,152.9167,17.16,99,8,0.74,AU,1711569404
354,hacilar,38.6463,35.4494,7.83,76,75,1.03,TR,1711510223
355,san roque,36.2107,-5.3842,16.46,72,75,11.32,ES,1711520066
356,saldanha,-33.0117,17.9442,17.01,86,14,7.66,ZA,1711515395
357,yangquan,37.8575,113.5633,9.05,22,38,4.45,CN,1711577821
358,puerto baquerizo moreno,-0.9,-89.6,30.55,70,40,4.63,EC,1711540820
359,bang saphan,11.2126,99.5117,24.59,93,7,0.95,TH,1711581664
360,cannonvale,-20.2833,148.7,26.66,87,79,4.24,AU,1711570264
361,markaz-e hukumat-e darweshan,31.1323,64.1934,24.33,28,100,3.71,AF,1711503482
362,flying fish cove,-10.4217,105.6791,25.82,83,40,4.12,CX,1711580465
363,fauske,67.2588,15.3918,1.02,86,100,2.05,NO,1711513716
364,dazhou,31.2159,107.5009,15.01,79,92,1.55,CN,1711579420
365,mili,6.0815,171.735,27.77,79,99,7.63,MH,1711564406
366,djougou,9.7085,1.666,36.1,29,96,2.52,BJ,1711518794
367,tutoia,-2.7619,-42.2744,28.05,78,100,5.77,BR,1711529486
368,san carlos de bariloche,-41.1456,-71.3082,19.92,36,29,3.73,AR,1711536952
369,kurye,35.2094,127.4644,9.16,81,100,1.1,KR,1711574549
370,port blair,11.6667,92.75,27.02,83,85,1.03,IN,1711496918
371,schlusser,40.2417,-77.1769,9.1,86,100,2.31,US,1711537186
372,kailua-kona,19.6406,-155.9956,27.0,82,40,2.57,US,1711556476
373,elverum,60.8819,11.5623,1.32,100,100,0.86,NO,1711515134
374,northam,51.0333,-4.2167,6.25,82,64,6.49,GB,1711519379
375,mbekenyera,-10.0,38.9833,22.96,96,100,1.32,TZ,1711510068
376,goondiwindi,-28.55,150.3167,20.08,88,100,3.03,AU,1711569987
377,akonolinga,3.7667,12.25,27.65,38,34,1.15,CM,1711516327
378,noshiro,40.2039,140.0242,1.38,71,2,2.57,JP,1711571420
379,eyl,7.9803,49.8164,28.09,77,12,8.45,SO,1711507263
380,dourbali,11.8091,15.8632,35.65,10,96,4.08,TD,1711515361
381,luganville,-15.5333,167.1667,26.19,90,98,0.5,VU,1711565771
382,zyryanskoye,56.8306,86.6258,-0.68,99,100,1.61,RU,1711583611
383,patong,7.8961,98.2966,27.08,77,97,1.65,TH,1711582001
384,huarmey,-10.0681,-78.1522,26.15,71,63,4.85,PE,1711538181
385,bokani,9.4333,5.2,36.42,24,100,2.42,NG,1711517949
386,sydney,-33.8679,151.2073,20.95,84,40,5.66,AU,1711569851
387,brumunddal,60.881,10.9395,1.8,99,100,0.74,NO,1711515283
388,west bay,19.3667,-81.4167,30.04,66,20,5.14,KY,1711538592
389,sisimiut,66.9395,-53.6735,-7.55,87,97,4.17,GL,1711530276
390,ulanhot,46.0833,122.0833,4.54,31,77,6.79,CN,1711575553
391,vilyuchinsk,52.9306,158.4028,-7.85,79,66,3.67,RU,1711566600
392,dudinka,69.4058,86.1778,-26.29,99,90,2.24,RU,1711582671
393,sandnessjoen,66.0217,12.6316,2.06,64,75,1.54,NO,1711514494
394,ola,59.5833,151.2833,-11.92,96,98,2.32,RU,1711567968
395,yuzhno-kurilsk,44.0306,145.8556,-3.12,89,13,2.99,RU,1711569918
396,miri,4.4148,114.0089,25.83,89,100,1.89,MY,1711578278
397,altai,46.3722,96.2583,-2.43,39,86,2.21,MN,1711581734
398,shache,38.4167,77.2406,15.15,24,58,4.51,CN,1711586516
399,country club estates,31.2127,-81.4643,23.03,85,0,6.69,US,1711538407
400,gubkinskiy,64.434,76.5026,-20.1,100,86,4.2,RU,1711499338
401,al kharijah,25.4514,30.5464,22.99,12,0,0.71,EG,1711511646
402,crane,31.3974,-102.3501,17.83,21,12,7.12,US,1711543412
403,mbaiki,3.8678,17.9892,26.05,61,45,1.74,CF,1711514948
404,bereeda,11.8704,51.0579,27.39,79,59,5.37,SO,1711506917
405,zalingei,12.9096,23.4741,30.63,10,94,2.46,SD,1711513521
406,carolina beach,34.0352,-77.8936,22.03,81,100,3.72,US,1711537496
407,tongliao,43.6125,122.2653,6.5,29,63,9.94,CN,1711575584
408,williamston,35.8546,-77.0555,11.94,66,92,2.95,US,1711537257
409,richfield,44.8833,-93.283,-2.08,67,0,6.17,US,1711540924
410,'alaqahdari dishu,30.4374,63.313,24.95,25,100,0.98,AF,1711503705
411,palikir - national government center,6.9248,158.1611,26.41,83,75,1.54,FM,1711567652
412,sorong,-0.8833,131.25,26.94,85,92,4.07,ID,1711574209
413,elamanchili,17.55,82.8667,27.12,75,21,1.77,IN,1711499213
414,colares,38.7992,-9.4469,15.74,91,75,15.2,PT,1711520983
415,skanor med falsterbo,55.4,12.85,9.56,82,95,6.85,SE,1711515114
416,katabu,-4.9333,122.5167,24.65,94,99,1.33,ID,1711576355
417,acapulco de juarez,16.8634,-99.8901,24.9,78,0,2.57,MX,1711543060
418,jinka,5.65,36.65,20.65,70,83,1.22,ET,1711510450
419,tostado,-29.232,-61.7692,31.1,40,33,3.09,AR,1711534483
420,mount pleasant,32.7941,-79.8626,23.08,94,100,3.6,US,1711537993
421,rengo,-34.4167,-70.8667,29.58,30,26,3.21,CL,1711536740
422,zhangatas,43.5667,69.75,13.88,81,0,3.98,KZ,1711501882
423,hacienda huancane,-15.8222,-70.8856,7.99,61,84,1.67,PE,1711536504
424,portland,45.5234,-122.6762,10.88,92,100,4.47,US,1711547950
425,malazgirt,39.1427,42.5401,0.0,67,42,1.17,TR,1711508512
426,brisas de zicatela,15.8369,-97.0419,27.9,54,17,3.14,MX,1711542391
427,palmer,42.1584,-72.3287,15.73,61,75,0.89,US,1711535976
428,kaoma,-14.7833,24.8,26.26,43,100,2.01,ZM,1711513526
429,filey,54.21,-0.2892,7.82,78,64,1.79,GB,1711518314
430,hell-ville,-13.4,48.2667,29.02,77,100,10.58,MG,1711507878
431,mont-laurier,46.5501,-75.4993,10.79,90,100,4.06,CA,1711536612
432,katsuura,35.1333,140.3,10.29,66,90,3.45,JP,1711571473
433,queenstown,-31.8976,26.8753,16.47,95,100,1.68,ZA,1711513235
434,camacupa,-12.0167,17.4833,18.94,90,63,1.23,AO,1711515251
435,butembo,0.15,29.2833,16.56,96,87,1.08,CD,1711512282
436,cidade velha,14.9167,-23.6167,24.26,60,20,9.26,CV,1711524791
437,belaya glina,46.07,40.86,8.69,67,40,5.75,RU,1711508738
438,rong kwang,18.339,100.3174,30.25,50,100,0.89,TH,1711581366
439,kargasok,59.0556,80.8572,1.09,95,100,1.79,RU,1711584867
440,greenland,43.0362,-70.8328,12.49,78,75,0.0,US,1711535594
441,cahors,44.4167,1.3333,9.44,73,98,4.7,FR,1711518259
442,arrifes,37.7667,-25.7,14.14,72,75,14.92,PT,1711524903
443,formosa do rio preto,-11.0483,-45.1931,32.75,43,53,2.92,BR,1711530282
444,solleftea,63.1667,17.2667,0.92,99,100,2.2,SE,1711513615
445,tofol,5.3248,163.0078,27.68,81,79,7.28,FM,1711566510
446,yuanping,38.7153,112.7575,6.52,21,34,4.5,CN,1711577994
447,lebanon,36.2081,-86.2911,15.15,61,0,2.57,US,1711539464
448,olinda,-8.0089,-34.8553,27.85,89,75,0.51,BR,1711527766
449,amurzet,47.6967,131.0981,0.39,90,100,4.33,RU,1711573340
450,vilyuysk,63.7553,121.6247,-19.63,99,100,1.6,RU,1711574775
451,mo i rana,66.3128,14.1428,0.26,74,75,1.54,NO,1711514105
452,cartagena,10.3997,-75.5144,31.79,58,20,4.12,CO,1711537300
453,pineville,31.3224,-92.4343,17.91,54,0,4.63,US,1711541036
454,martapura,-3.4167,114.85,28.05,94,75,1.54,ID,1711578176
455,lijiang,26.8688,100.2207,4.66,84,0,2.32,CN,1711581248
456,sadovoye,47.7764,44.5089,7.74,62,16,8.18,RU,1711507812
457,dois vizinhos,-25.7336,-53.0572,31.06,36,0,0.53,BR,1711532346
458,st. john's,47.5649,-52.7093,3.97,56,86,0.89,CA,1711531118
459,mossel bay,-34.1831,22.146,18.96,81,98,7.11,ZA,1711514402
460,mezhdurechenskiy,59.6,65.9333,-0.31,98,100,5.89,RU,1711502188
461,bryne,58.7354,5.6477,8.81,87,100,7.2,NO,1711516675
462,nabire,-3.3667,135.4833,24.28,92,100,1.43,ID,1711573224
463,naze,28.3667,129.4833,16.61,64,100,4.89,JP,1711574203
464,kismayo,-0.3582,42.5454,28.52,71,94,6.73,SO,1711509105
465,pandan,14.0453,124.1694,27.34,85,85,5.72,PH,1711575709
466,hinton,53.4001,-117.5857,4.69,71,34,1.16,CA,1711546451
467,swakopmund,-22.6833,14.5333,16.1,82,34,2.24,,1711516082
468,esil,51.9556,66.4042,4.09,87,97,4.87,KZ,1711502424
469,gaigeturi,33.4644,126.3183,12.91,71,100,3.79,KR,1711574862
470,lorengau,-2.0226,147.2712,27.35,82,99,1.92,PG,1711570379
471,khandyga,62.6667,135.6,-12.3,99,100,0.33,RU,1711571514
472,natal,-5.795,-35.2094,30.36,70,75,3.6,BR,1711527826
473,ocean shores,46.9737,-124.1563,11.32,91,100,6.69,US,1711548260
474,chibougamau,49.9168,-74.3659,5.79,87,100,9.77,CA,1711536229
475,manay,7.215,126.5397,25.82,81,84,2.75,PH,1711575235
476,midvagur,62.0511,-7.1939,3.46,70,75,7.72,FO,1711519549
477,antsiranana,-12.2787,49.2917,25.0,92,100,6.76,MG,1711507620
478,sorel-tracy,46.0334,-73.1159,12.11,85,100,1.99,CA,1711536056
479,hasaki,35.7333,140.8333,5.22,53,75,2.63,JP,1711571332
480,samana,19.2056,-69.3369,31.12,66,20,3.09,DO,1711535697
481,itaituba,-4.2761,-55.9836,33.66,53,43,0.8,BR,1711532793
482,tuzamapan,19.4,-96.85,29.31,36,0,3.57,MX,1711542294
483,sao felix do xingu,-6.6447,-51.995,32.22,55,61,1.64,BR,1711531864
484,cockburn town,21.4612,-71.1419,23.12,62,0,2.7,TC,1711536097
485,khark,29.2614,50.3306,20.61,63,1,4.93,IR,1711506839
486,wajir,1.7471,40.0573,34.05,35,100,2.66,KE,1711509678
487,kolonia town,6.964,158.206,27.0,83,75,1.54,FM,1711567641
488,terrace,54.5163,-128.6035,7.9,65,75,8.75,CA,1711549042
489,malpica,43.3228,-8.8105,8.52,74,97,12.59,ES,1711520720
490,gillette,44.2911,-105.5022,7.24,43,40,7.2,US,1711543870
491,fayroz koh,34.5195,65.2509,5.58,88,57,2.3,AF,1711503165
492,axim,4.8699,-2.2405,29.2,78,100,3.68,GH,1711519790
493,kihangara,-2.5833,33.35,22.62,80,72,1.13,TZ,1711511337
494,uruguaiana,-29.7547,-57.0883,27.52,45,0,2.91,BR,1711533366
495,kristiansund,63.1115,7.732,7.03,61,0,4.12,NO,1711515901
496,madera,37.1666,-119.8343,20.08,62,98,1.99,US,1711547485
497,shingu,33.7333,135.9833,8.91,72,97,1.57,JP,1711572538
498,dasnapur,19.654,78.5121,34.54,21,74,3.12,IN,1711500229
499,freetown,8.484,-13.2299,28.84,65,3,6.17,SL,1711522382
500,waddan,29.1614,16.139,31.09,11,59,5.89,LY,1711515040
501,sao lourenco do sul,-31.3653,-51.9783,23.02,69,93,3.65,BR,1711532161
502,mol,51.192,5.1145,11.66,69,100,3.49,BE,1711517138
503,antalaha,-14.9003,50.2788,24.54,96,100,4.07,MG,1711507412
504,pratt,37.6439,-98.7376,8.75,31,0,2.57,US,1711542416
505,la sarre,48.8002,-79.1996,3.66,81,96,6.63,CA,1711537426
506,hirara,24.8,125.2833,21.26,78,42,5.61,JP,1711575274
507,ikryanoye,46.0932,47.7308,12.77,59,100,9.29,RU,1711507090
508,gokwe,-18.2048,28.9349,26.26,34,55,2.2,ZW,1711512573
509,embu,-23.6489,-46.8522,21.17,94,100,2.78,BR,1711530830
510,salima,-13.7804,34.4587,22.72,91,100,1.46,MW,1711511197
511,egersund,58.4513,5.9997,7.83,80,100,10.84,NO,1711516606
512,plouzane,48.3833,-4.6167,5.03,87,100,1.54,FR,1711519566
513,arraial do cabo,-22.9661,-42.0278,25.92,73,75,2.06,BR,1711529664
514,afaahiti,-17.75,-149.2833,27.93,83,97,8.75,PF,1711555345
515,thunder bay,48.4001,-89.3168,-5.65,76,99,5.11,CA,1711539864
516,ishigaki,24.3448,124.1572,22.13,83,100,6.44,JP,1711575552
517,san antonio,29.4241,-98.4936,20.5,68,100,2.57,US,1711542524
518,arbroath,56.5632,-2.5874,7.03,90,89,6.35,GB,1711518758
519,pacific grove,36.6177,-121.9166,16.61,74,0,3.6,US,1711547996
520,derzhavinsk,51.1,66.3167,3.05,86,81,4.78,KZ,1711502476
521,lower sackville,44.7733,-63.6885,7.45,99,100,5.14,CA,1711533834
522,bethanie,-26.4833,17.15,24.32,46,34,2.54,,1711515500
523,kerewan,13.4898,-16.0888,35.56,19,33,3.57,GM,1711523004
524,matamey,13.4231,8.4749,31.93,7,91,2.85,NE,1711517113
525,arawa,-6.2132,155.5367,26.8,77,80,2.4,PG,1711568447
526,chichiriviche,10.9333,-68.2772,29.09,61,7,4.53,VE,1711535557
527,inirida,3.8653,-67.9239,40.5,25,64,1.47,CO,1711535561
528,cole harbour,44.6724,-63.4751,7.66,98,100,5.14,CA,1711533785
529,peniche,39.3558,-9.3811,15.72,83,64,12.28,PT,1711520955
530,caaguazu,-25.45,-56.0167,36.38,25,5,1.79,PY,1711533053
531,jayapura,-2.5333,140.7,25.66,90,100,1.39,ID,1711571962
532,orumiyeh,37.5527,45.0761,4.49,64,34,3.51,IR,1711507940
533,aitape,-3.1374,142.3475,25.84,89,100,2.03,PG,1711571574
534,gofitskoye,45.0792,43.0464,7.72,74,67,6.85,RU,1711508242
535,laojunmiao,39.8333,97.7333,6.48,26,100,2.66,CN,1711581568
536,sitia,35.2,26.0986,19.99,52,0,5.99,GR,1711512539
537,labrador city,52.9463,-66.9114,1.77,71,100,7.2,CA,1711534328
538,lakes,61.6071,-149.3086,2.56,94,100,1.54,US,1711553610
539,san luis de la loma,17.2706,-100.8939,28.05,48,0,3.35,MX,1711543295
540,kabwe,-14.4469,28.4464,20.13,78,94,2.4,ZM,1711512647
541,amga,60.8953,131.9608,-10.55,98,100,1.52,RU,1711572511
542,girard,41.154,-80.7015,14.57,60,75,5.66,US,1711538009
543,tome,-36.6167,-72.95,18.81,68,24,4.11,CL,1711537273
544,mildura,-34.2,142.15,14.48,70,23,5.59,AU,1711572031
545,barclayville,4.6797,-8.2339,29.2,73,89,2.93,LR,1711521230
546,kawambwa,-9.7915,29.0791,18.99,94,85,1.35,ZM,1711512443
547,east ballina,-28.8667,153.5833,19.89,76,45,2.34,AU,1711569207
548,shwebo,22.5667,95.7,27.84,32,100,2.9,MM,1711582406
549,laayoune,27.1622,-13.2032,20.19,40,1,7.72,EH,1711522110
550,berekum,7.4534,-2.584,33.14,43,90,0.8,GH,1711519841
551,viana do castelo,41.6932,-8.8329,9.82,74,100,11.7,PT,1711520767
552,guiuan,11.0333,125.7247,27.42,83,95,5.16,PH,1711575378
